Store,Dept,IsHoliday,Size,Type,Date,Weekly_Sales
19,85,False,141612,C,2020-10-28,18147.472240557374
34,94,True,82718,C,2020-07-16,35350.69362887668
37,88,True,169165,C,2020-06-01,29629.996750530474
1,95,True,14682,A,2020-12-13,59820.80640917869
12,32,False,184004,A,2023-04-18,22809.09520267251
34,15,False,52279,C,2020-06-23,9287.807760281019
1,36,False,143669,A,2014-09-23,9962.832978467388
18,82,False,173572,B,2017-03-31,24734.0103173312
9,27,False,44405,C,2013-03-06,15187.432804337594
31,2,False,53053,B,2014-06-21,30298.417955217374
6,47,False,164020,A,2022-04-14,44981.594137135806
41,49,False,198461,C,2022-09-04,16145.934846115915
21,60,False,182109,A,2017-07-12,33633.34375056266
32,4,True,56025,B,2019-08-05,18148.50981643833
5,45,False,84736,C,2018-03-25,24003.80073152604
12,93,False,30395,C,2011-11-20,36583.26935408379
2,54,False,50791,B,2010-03-08,20855.510296518074
21,78,False,143221,A,2020-08-30,24485.782090845238
1,5,False,96485,C,2013-01-11,10754.308983613399
4,32,False,199970,C,2015-05-17,14252.051252614154
32,68,True,125431,A,2020-02-21,16346.64256758459
24,41,False,66950,C,2023-12-21,34780.279768352455
32,58,False,70687,C,2022-04-01,23971.280668955787
43,90,False,158622,A,2020-12-22,42925.0476626629
21,62,False,132907,C,2014-01-15,31596.886402782275
40,76,True,55359,B,2013-03-20,28714.493542591583
4,82,False,85164,C,2023-09-29,6236.816666952172
16,32,False,85293,B,2018-05-17,24236.8118728286
17,25,True,127506,A,2014-11-02,20139.98941416907
35,21,True,142562,C,2014-03-24,30279.592834761883
44,33,True,43456,C,2015-04-05,23309.968012733774
36,79,True,104822,A,2019-03-20,32814.0918951379
6,42,False,118527,A,2015-11-04,32753.82108905125
4,56,True,17489,A,2017-04-18,8545.026067291681
8,70,False,38889,A,2016-01-20,24389.106844031387
34,82,True,95257,A,2014-03-25,44863.14131844003
15,86,False,195107,B,2018-02-05,21450.721728328666
18,7,False,122619,B,2017-09-23,2667.143251969601
29,42,False,121412,A,2019-04-11,18459.34707752511
4,34,False,58210,A,2016-06-04,31857.226272112322
23,63,False,91743,B,2019-12-09,39495.135636354724
5,59,True,165631,C,2012-07-28,31624.13204519689
21,63,False,63383,A,2023-02-24,16078.594523434042
8,30,False,44837,C,2018-03-21,4498.63049648777
45,61,True,183435,A,2018-11-04,62133.28858248537
11,79,True,93650,B,2022-01-05,31208.495045106876
18,71,True,106115,B,2011-03-07,15863.07561334587
27,37,False,169796,B,2020-09-21,26606.037834785107
3,3,True,87170,B,2020-09-13,38218.87975673512
7,8,True,160800,A,2012-09-17,35151.67942974207
34,4,False,166068,A,2013-12-22,22579.22106670781
19,70,True,21352,B,2018-01-25,11732.699807052937
15,78,False,157182,A,2019-01-22,9699.155683720039
28,64,False,11090,B,2013-06-17,14568.225962007546
9,99,False,169206,B,2021-09-29,30543.384488784846
41,89,True,67762,C,2016-02-28,19533.658387757332
31,4,False,195795,C,2011-03-17,29124.05006256115
11,40,True,21124,A,2018-07-01,40987.104351810354
28,70,False,22169,A,2012-03-30,17571.591380589693
36,32,False,101510,A,2012-12-09,30272.464926965666
42,83,False,36464,B,2013-05-15,1000.0
5,53,True,29579,C,2021-10-09,25491.00816596532
15,18,False,18615,C,2011-10-03,4159.304657373351
5,54,False,146612,B,2010-07-09,16403.36321304189
11,46,False,76888,A,2013-11-08,41287.474521916454
34,10,True,177202,B,2023-02-28,28397.82456055995
11,29,True,161240,A,2012-08-25,45355.23434525603
37,65,True,178561,C,2010-07-02,13755.726460007274
24,5,True,121954,A,2018-09-02,5582.2074204990295
15,64,False,160986,A,2022-06-14,20534.520526844968
22,40,True,166173,C,2018-08-24,30454.58306098043
20,54,True,27469,B,2010-04-30,33784.01650138511
5,92,True,61651,C,2022-05-21,19429.001749009436
42,67,True,84234,B,2015-03-07,27620.209226638715
45,61,False,86029,B,2011-05-22,19183.34453970717
38,16,True,75049,B,2012-05-05,33876.4976932713
24,86,False,116050,C,2023-07-15,12607.264977264553
1,11,False,176466,B,2018-06-18,20902.39900443573
39,56,False,164809,C,2017-05-07,24447.188401870553
37,13,True,100536,C,2011-11-20,3645.670443583981
15,47,True,190272,C,2020-11-09,39555.06273624512
7,29,True,43990,B,2012-09-28,18009.01555246162
8,76,False,11473,C,2013-03-09,17355.52572908874
19,24,False,35330,B,2016-03-19,6240.806289858624
1,42,False,171307,C,2020-12-23,15069.831914726135
45,90,False,119995,C,2023-03-09,13256.552990784945
43,65,False,197570,C,2020-06-08,16434.41936571891
36,27,False,177039,C,2010-11-07,32833.13673236898
43,21,False,167280,C,2017-10-24,11833.1164641193
43,2,False,51549,B,2020-09-02,21137.591522242623
44,61,False,16814,B,2012-12-31,16931.26639571032
37,94,False,90617,B,2019-08-19,29339.671625014704
34,90,True,179049,A,2017-01-17,48559.72890559972
21,22,True,42579,A,2012-02-01,12372.298812250128
7,64,False,103315,B,2022-04-24,23910.61339330091
38,30,True,180842,C,2022-08-20,19505.997496284243
30,69,True,17853,A,2021-06-16,17962.838649505582
10,59,False,28647,C,2017-07-13,19934.982134530645
45,91,False,70184,A,2019-07-23,41074.826241696144
43,25,True,33397,B,2019-03-12,10468.424588303647
28,79,False,186183,B,2022-09-25,16100.481984949258
39,72,True,30738,B,2010-10-02,10920.3204222892
20,17,True,92957,B,2017-03-16,23101.9031003993
14,13,False,95552,A,2016-10-24,29327.729658172237
15,28,True,124294,C,2018-12-03,16270.743781303852
42,12,True,146912,A,2015-10-15,13710.6476306198
41,48,False,140362,A,2023-12-29,52637.050955246836
22,88,True,16590,A,2018-07-22,27162.61996920986
14,11,False,17717,B,2010-04-04,31340.92539123309
43,35,False,113125,B,2018-01-24,33263.50027571566
21,79,False,71400,B,2011-05-19,15877.976265488878
21,70,True,22568,A,2018-01-07,31570.767104962353
22,76,False,168860,A,2010-11-06,11740.569073568124
45,64,False,147302,A,2013-11-19,46068.91128261693
17,41,False,141202,B,2017-12-19,34791.2152936966
8,71,False,86689,B,2012-10-01,27720.618290912844
3,71,True,12377,B,2010-07-19,18505.00700103802
4,99,True,83273,C,2018-02-08,10351.265412571162
35,47,True,29163,C,2010-03-25,21670.62996289331
43,32,False,69587,C,2018-03-19,10111.915267029806
38,18,True,90935,C,2010-03-11,19847.58516407526
3,68,True,74580,C,2015-09-12,18604.56593073212
26,45,False,162576,C,2019-08-29,9109.1287024072
18,3,False,185614,B,2013-04-14,25168.28883433553
22,47,True,127147,B,2012-01-13,39837.58229587286
16,33,True,62386,B,2014-04-28,25169.56003989493
39,44,True,33885,B,2013-07-18,19656.325135817242
19,34,True,55867,B,2015-01-29,11317.692972959596
19,43,False,132438,A,2010-12-27,31354.94998669996
17,44,False,85468,A,2011-01-27,40126.682862436675
19,34,True,178089,A,2016-06-30,26606.92740509298
24,88,True,32735,A,2010-05-29,42265.73727776635
44,53,True,188822,A,2013-06-18,44555.167178205396
13,25,True,54059,B,2022-09-05,31522.042809110917
15,44,True,36933,B,2019-08-05,21494.712925618678
19,22,True,182633,C,2014-03-08,21979.067848595132
18,92,True,107612,A,2017-02-15,14757.13511852281
20,66,False,87643,B,2015-04-04,11474.946278492993
35,22,False,101621,B,2011-08-10,3915.9432442774287
29,55,False,86910,A,2013-08-10,9251.386875918297
35,70,True,172360,B,2013-08-07,36291.94895104418
33,96,False,58076,A,2018-01-08,7172.411489203977
37,13,False,27459,A,2020-10-18,30510.64414524472
29,37,True,35193,A,2014-06-09,27473.953520657287
37,82,False,189594,A,2018-03-08,13145.356000007576
32,30,True,41581,B,2011-01-19,8171.165418590092
2,58,True,91509,B,2019-09-04,27449.643651770497
29,58,True,49469,A,2012-08-19,37974.35049504617
37,36,True,24117,A,2020-03-21,9323.021717978056
37,88,False,152132,B,2013-11-01,28426.676575226047
33,39,True,169698,C,2023-05-06,35325.848249068105
44,88,True,115834,C,2018-09-14,19602.513720178027
18,25,True,122855,A,2018-05-14,21687.34286542724
44,26,True,22704,C,2020-01-06,12402.052819488523
26,41,False,150600,A,2011-04-17,20522.992733556086
6,43,False,180962,A,2022-09-11,16474.71487478664
23,32,True,75457,B,2021-09-12,31400.516613166514
24,73,True,25526,C,2010-02-28,13910.708009676579
4,79,True,28867,B,2012-11-05,14550.842877149711
38,5,False,162224,C,2012-12-24,18134.48904041841
34,75,True,83749,B,2022-07-20,26120.858097445303
40,24,True,144537,A,2014-03-21,49399.74646112196
1,73,True,19974,B,2013-05-07,32097.6984963678
28,79,False,182631,A,2017-06-02,35889.96011559531
24,39,True,105687,A,2017-08-29,43574.9328627104
1,51,True,18523,B,2011-01-01,31479.31131593332
41,96,True,115438,A,2011-06-11,14238.06198769538
10,21,True,98437,A,2016-09-27,28069.56465279829
36,68,False,45195,C,2011-08-30,2282.733971393375
21,41,False,146755,A,2015-06-14,20197.432827275243
22,94,False,195556,B,2012-03-26,10748.474907751537
28,39,True,70923,C,2018-09-26,13978.451332480618
44,99,False,100281,A,2011-06-28,22073.74758950514
16,46,True,168743,C,2010-12-22,20075.76176249591
33,57,True,100258,C,2013-10-03,13991.32559525287
35,78,False,195861,B,2018-01-21,7276.840107081553
16,30,False,142547,B,2023-03-13,21565.89134139551
2,20,True,59083,A,2010-09-04,40145.15899361581
17,47,True,186652,C,2023-05-06,34717.767393745744
19,98,True,142496,B,2017-05-15,29438.47720512808
30,77,True,104823,B,2010-05-05,31487.990538746577
6,89,True,53866,B,2021-01-03,30483.16509522018
39,23,True,162130,B,2016-10-26,12380.02971821039
19,12,True,86748,A,2022-06-27,8199.209550737185
33,12,False,194995,C,2018-03-20,29682.757289298057
28,50,True,143800,A,2019-08-17,23535.67252983977
16,4,False,111744,A,2017-01-09,19079.509123331987
39,91,True,92714,C,2014-01-16,13042.801928338977
14,53,False,30485,B,2011-11-30,16696.387548102233
27,61,False,176938,B,2019-08-02,13233.22350028817
20,54,False,172262,A,2014-06-28,22618.141641264
29,61,True,157533,A,2022-05-02,31006.275411554077
5,43,False,135016,C,2021-09-18,26766.1041619482
20,41,False,181563,C,2010-02-22,30197.634415447446
45,85,True,50526,A,2015-08-10,27569.842343351113
27,47,True,25225,C,2012-05-12,24636.663144005994
12,17,True,31271,A,2017-08-15,29652.463889371524
1,53,False,66101,A,2017-12-16,41351.191527275594
31,15,False,130787,B,2019-03-27,15403.431261198315
44,73,True,171996,A,2013-03-02,40498.98016143225
32,65,False,58025,A,2017-11-05,34701.416939910436
35,70,False,100360,A,2018-07-23,10864.53252522215
9,2,True,46530,C,2014-05-14,19688.198613081528
32,50,False,62624,B,2014-03-03,8336.6581421763
41,92,False,73271,A,2012-08-29,11640.545308284272
37,73,False,75986,A,2021-10-29,9572.001881391912
20,87,False,138067,C,2017-05-02,31591.728396794373
24,14,False,132735,C,2016-12-30,17388.468487661747
16,86,True,70805,A,2010-01-04,21702.443800463763
27,48,True,187873,C,2017-09-21,36324.392253781145
25,65,True,40805,A,2012-03-17,40133.64444663235
4,38,False,142516,A,2016-10-03,26948.574162927707
29,57,True,170693,B,2017-10-15,38684.32891785006
10,1,True,76079,A,2013-11-05,38011.766891326464
18,74,True,81192,B,2020-03-19,16844.41125163974
1,70,False,188423,C,2015-09-05,16334.637684845045
11,66,False,165832,C,2023-09-21,9646.889173742484
41,10,True,117033,B,2017-11-03,32233.344415429037
20,39,False,76821,B,2010-10-02,17793.180196720605
24,38,True,158089,C,2014-04-20,20132.933997890894
16,64,True,60974,C,2017-10-30,12568.905782739992
43,24,False,68610,A,2021-01-16,13046.62740850125
7,33,False,57175,B,2020-01-29,10962.296284532216
8,41,True,158913,C,2020-03-20,25293.19675770218
20,33,True,11570,B,2010-07-01,30842.873661467263
32,25,True,194284,A,2021-01-15,29881.280123332243
8,66,True,114402,B,2014-11-04,20961.33764507571
17,86,False,126882,C,2017-08-06,14710.851855833633
22,7,True,75496,C,2017-05-09,11770.22059279543
24,39,False,63324,A,2018-07-07,18326.8923560163
26,17,False,96601,B,2011-07-13,9835.561663478638
27,79,True,93434,A,2013-08-30,5196.378143434239
37,11,False,31257,B,2010-06-06,22869.233539905006
9,47,False,41414,A,2013-01-08,14671.337093220462
11,91,False,61051,A,2017-01-12,9004.029072765534
27,47,True,125167,C,2018-05-05,11403.591327582513
32,91,False,99895,B,2019-03-10,29124.270634778473
30,71,True,171020,C,2017-09-26,30136.650937987193
6,97,True,194089,C,2018-10-03,18728.571352798488
7,17,True,13578,B,2015-01-08,4719.6492517182405
3,24,True,181348,B,2016-07-12,46082.083905460255
12,26,False,112113,C,2017-05-22,24074.49282705006
29,52,True,140133,B,2022-11-21,44973.423835272
38,21,False,11945,C,2020-10-22,10748.400531519108
33,41,True,180810,A,2023-05-13,42065.25693428979
44,94,False,21708,C,2016-12-03,41177.55526384046
3,54,True,37577,A,2023-02-21,9925.075268151353
2,47,False,161388,B,2022-11-10,24510.938786499497
2,46,False,154366,C,2023-12-27,26708.553025317444
13,29,False,184646,A,2018-01-15,14684.603497162152
4,65,True,27184,B,2019-10-14,10120.19430529135
39,56,True,41578,A,2015-10-10,41673.695708497944
35,14,False,86557,B,2018-02-13,9512.333309374157
2,13,True,31394,B,2014-05-30,19135.97589936974
29,43,False,11520,B,2022-11-14,8195.056277696442
8,39,False,119730,C,2010-12-09,19778.428323346994
23,67,False,109369,C,2010-03-12,24916.457997449204
41,85,False,61167,C,2017-09-23,8224.359411703728
23,6,False,73129,B,2019-12-29,32231.905614245366
30,23,False,26926,B,2011-05-19,10273.005814401804
24,56,False,77439,B,2014-01-03,35579.32704186483
8,47,False,81123,A,2017-06-22,24737.558009608878
25,12,True,49133,A,2012-10-28,30139.680641541854
25,16,True,135579,B,2016-02-03,11504.676180149892
21,17,False,81863,B,2023-02-12,19548.94802985486
3,74,False,135454,C,2022-05-29,14776.211093241238
41,41,False,73467,C,2019-03-15,26430.349879748203
23,88,True,176931,C,2015-08-19,11217.523664592152
24,3,True,126633,C,2013-12-27,33639.101320705166
20,66,True,157411,C,2022-05-27,27402.018790155722
15,61,True,148495,A,2015-06-30,37605.68032618626
8,79,True,33416,C,2017-05-29,19059.58099543839
9,16,True,130748,B,2020-05-11,9503.678504748867
6,89,False,45964,C,2019-10-29,13614.228774726784
33,24,True,157677,A,2021-08-30,46040.25073476431
28,95,True,119869,C,2018-06-13,17794.188775215007
41,27,False,153231,C,2016-09-13,16529.19525481244
12,82,False,121840,C,2016-10-20,23821.816339741643
3,9,True,153644,B,2016-11-09,31613.792423084928
38,76,False,87753,B,2020-11-08,35620.58747513478
2,8,True,23667,C,2015-05-20,8262.115976745023
10,86,True,173171,B,2015-02-01,41356.69315716055
16,50,False,124571,C,2016-04-17,18037.122271730965
43,13,False,57491,C,2011-04-05,22126.967443813955
8,93,True,82031,B,2014-07-14,20169.262713647662
44,83,False,114397,C,2019-12-18,37758.686814946705
16,38,True,33886,B,2017-12-21,30745.024988482524
27,74,False,123236,B,2016-01-30,19041.556624699617
3,74,False,192448,A,2014-05-24,17055.31246383857
9,11,True,99680,C,2021-11-08,37795.120244154255
33,12,True,159974,A,2019-01-19,19559.479244221922
20,47,False,63913,B,2012-12-07,40034.070846307324
17,29,False,186446,A,2019-10-24,18512.538308599505
26,34,False,189578,A,2020-04-10,24211.00654723291
27,29,False,197726,A,2016-12-02,53385.560552942465
1,1,True,101081,C,2021-01-01,18481.8673371654
5,41,False,170363,A,2023-09-23,35825.93735090365
41,89,True,39154,C,2019-08-26,10684.968055638921
43,61,False,24582,A,2019-11-11,21614.342394196206
5,33,True,131430,C,2016-05-20,13831.753414475264
2,84,True,55444,B,2012-03-31,20423.054597907132
29,96,False,194499,C,2021-10-08,30106.522163336605
35,3,False,59846,A,2011-09-05,26207.97211509157
33,27,True,170123,C,2015-09-08,19613.077588939563
18,69,True,190707,C,2014-05-21,32001.365685554232
13,63,False,142577,B,2011-09-05,10425.5839012012
10,2,True,195938,C,2019-08-20,18280.918998272886
11,60,True,90526,B,2023-07-22,42301.136803584974
35,92,False,30208,C,2010-07-24,31451.92028469112
27,77,False,96527,A,2015-06-25,19748.33960982262
20,93,False,64853,A,2014-04-26,12560.127236521872
11,12,False,184178,A,2022-05-21,35753.05159362026
1,71,False,100816,A,2013-07-19,18310.258013249302
10,15,False,114955,C,2022-12-31,25471.89045106491
45,52,False,74398,A,2023-12-09,45449.94478141248
30,28,False,23344,B,2020-07-21,37427.71830955596
14,93,False,189326,A,2014-08-15,15228.442256901737
44,42,False,85343,C,2017-08-18,16267.051957336518
37,38,True,131205,B,2018-04-25,17073.38220954254
22,91,True,176033,A,2013-07-24,47933.58031174643
29,21,False,74596,B,2019-12-15,43033.82099416866
15,23,True,118467,B,2014-07-09,23886.514416747617
16,60,True,135368,C,2010-08-27,30987.589007214694
12,60,False,77168,C,2013-09-02,15537.834079879694
41,4,True,62066,B,2023-03-30,13049.827847086148
40,52,False,11021,C,2013-06-03,34139.834808065316
17,6,True,107530,C,2012-04-03,32461.70132586551
44,6,True,158170,B,2017-07-04,23613.147928169932
20,40,True,147611,B,2022-03-08,14020.974004364301
14,59,True,176875,C,2019-09-22,24799.684781789943
22,87,False,143083,C,2012-11-26,6468.817636824697
19,96,False,38246,A,2012-01-22,16710.96308355233
36,68,False,58460,C,2012-09-20,14869.539925373392
25,51,False,100386,A,2015-07-12,41783.76320849178
32,60,False,153176,A,2011-03-19,32022.764233925485
24,80,False,16895,A,2023-04-08,23924.73059094063
12,49,False,21930,A,2013-04-12,29350.904610577574
13,18,True,71928,C,2014-06-21,21946.339008121362
5,20,True,130628,C,2015-06-03,5019.532397206232
13,78,True,179729,C,2016-09-08,12459.312732776161
18,28,False,119503,A,2017-03-14,30652.321757978345
40,42,False,141242,B,2013-02-24,19882.130233319003
2,57,True,85645,B,2014-06-22,34633.2114400889
10,31,True,75653,B,2023-12-27,42056.131758675205
3,12,True,100937,B,2015-03-20,13413.193947825474
32,53,True,129146,B,2013-06-26,15354.072606593852
23,81,False,88285,A,2019-06-07,23393.033145149657
40,8,False,142535,C,2018-06-09,17585.83759836925
24,84,True,47232,C,2010-02-06,3958.2623981029355
40,30,True,100358,C,2010-10-31,18314.405316539975
40,44,True,168242,B,2012-08-18,24186.222619016888
45,40,False,108370,A,2021-10-24,25880.978714996367
39,94,True,178251,A,2023-12-30,31947.031957897467
25,2,False,96226,A,2017-02-23,15803.361191636279
5,62,True,115724,B,2010-08-01,16059.387196276437
3,28,False,141076,A,2014-08-28,14810.977499130133
14,97,False,75384,C,2020-03-25,17953.505160964305
45,74,False,81149,C,2018-06-07,12167.304910831052
14,12,True,116346,A,2020-01-24,28436.29340256928
7,41,True,34997,B,2020-09-21,17334.737064323665
23,97,True,164373,C,2011-09-08,22711.233333662647
3,11,False,168960,C,2014-03-22,27248.209092358935
40,71,False,153986,C,2021-06-18,21327.01063556114
19,22,False,71076,C,2019-04-07,10023.643826029245
24,79,True,43090,C,2015-11-14,15410.3104092027
40,36,True,185624,C,2019-12-19,7029.297616472011
26,15,False,90893,C,2014-05-01,8155.860757393066
28,32,True,19857,C,2018-07-03,22627.719928466242
30,11,True,138792,A,2010-02-18,25769.402275577668
36,5,False,182996,A,2023-11-06,18430.38777320672
31,88,True,52439,B,2017-03-18,33375.37701958501
14,53,False,181674,A,2015-08-02,26524.06561660318
21,8,True,48679,A,2011-08-14,42474.42239813373
13,89,False,138485,C,2014-01-31,8402.140123756802
23,27,True,78561,B,2017-08-19,22664.906598735288
12,54,False,155959,C,2011-02-01,18241.989380730356
22,64,False,147008,B,2019-06-12,27986.43318542193
19,38,True,64465,A,2015-11-09,25518.102618693654
